Name,Age,Push-Ups,Sit-Ups,2.4-Km-Run
Tracy Rose,27,6,25,971
Brooke Baker,29,58,8,988
Jessica Nelson,59,43,40,567
George Ramos,23,3,26,1171
Steven Wise,56,56,61,609
Karen Henry,47,64,7,1280
Chad Sanders,60,62,36,1037
Andrew Jones,37,76,25,1184
Angela Watkins,29,6,61,1136
David Terry,20,14,49,515
Anne Lee,60,72,64,584
Sean Sims,43,17,43,574
Laura Bridges,24,63,24,1293
Jenny White,54,15,25,920
Pamela Rodriguez,38,15,43,751
Eric Ross,41,77,51,478
Fernando Schwartz,53,24,80,773
Stephanie Jefferson,25,49,9,1298
Rachael Freeman,51,12,0,784
Alexandria Rowe,44,14,51,1185
Shane Hicks,41,73,44,1224
Teresa Baird,41,40,1,556
Ryan Harper,47,24,6,515
Melanie Wheeler,59,19,50,963
Alexander Ryan,52,53,41,897
Amy Jackson,53,48,24,1187
Robert Rodriguez,22,49,5,1242
David Nelson,51,56,48,920
Jeffrey Cameron,28,67,28,824
Jackson Peters,41,31,41,519
James Lamb,28,15,12,1282
Elizabeth Sampson,39,22,21,634
Dennis Farrell,23,40,51,1142
Anne Newman,39,16,5,1200
Kaylee Mcpherson,20,49,27,701
Mr. Samuel Jones,21,69,60,1029
Nicole Rivera,35,34,8,629
Samuel Ortiz,37,74,59,674
Jill May,48,48,79,782
Cheryl Adkins MD,36,23,38,814
Jessica Roman,37,13,73,1122
Stephanie Brown,21,15,16,582
James Jimenez,45,23,38,526
Michael Cruz,22,3,41,1159
Robert Castro,48,14,70,1060
Angie Peterson,24,73,29,489
Amy West,28,43,40,1113
Tammie Dixon,48,15,37,938
Mercedes Potter,36,76,22,1262
Amanda Welch,29,1,75,785
Taylor Ramsey,58,28,39,863
Carol Schwartz,38,45,14,854
John Howard,46,17,0,1052
Ryan Williams,33,60,5,1202
Deanna Winters,38,69,27,531
James Reid,29,30,16,1068
David Smith,58,78,49,493
Mark Smith,51,8,27,571
Jessica Deleon,54,63,66,517
Nicole Johnson,37,66,70,565
Derrick Elliott,42,44,58,754
Rebecca Martin,30,46,64,905
Christopher Nguyen,42,53,79,893
Mr. Benjamin Mccarthy,56,14,35,756
Brett Miller Jr.,37,46,73,550
Joshua Phillips,23,23,16,1106
Christopher Stanley,18,13,29,1203
Patricia Stein,54,19,68,1041
Cesar Espinoza,58,63,22,770
Colin Sullivan,54,71,18,759
Cindy Smith,21,56,68,1070
Chad Bowen,42,69,80,1290
Yolanda Galvan,33,30,42,472
Sonya Schneider,18,59,67,1114
Richard Evans,41,53,61,742
William Green,54,29,34,499
Bianca Preston,36,17,46,854
Dana Norman,58,33,49,618
Mitchell Brown,30,68,63,562
Jeremy Ortiz,45,65,59,680
Kelly Mccoy,38,16,72,613
Lauren Morrison,22,34,37,903
Ashley Guzman,20,57,25,583
Rose Gordon,28,0,17,951
David Bush,51,76,39,534
Robert Duarte,34,61,32,650
Hunter Roth,23,34,68,659
Alexis Jones,51,57,5,1124
Tyler Rodriguez,18,19,74,1095
Melissa Howe,48,64,26,1031
Ronald Meyer,50,32,45,1248
Keith Williams,39,40,38,780
Robin Reynolds,38,60,7,564
Dorothy Johnson,27,50,54,1144
Timothy Good,19,50,16,883
Jeffrey Bailey,18,44,29,477
Meagan Lawrence,56,70,39,1031
Jill Watkins,53,7,38,746
Amanda Cross,44,31,46,667
Zoe Sexton,53,27,61,1075
Chase Little,27,68,20,700
Mitchell Perry,46,44,36,936
Nancy Bailey,48,59,22,810
Nicholas Wells,44,59,58,1294
Nicole Moss,58,70,52,1104
Mary Case,29,7,28,541
Jennifer Johnson,22,45,52,598
Dennis Walker,50,67,26,949
Julie Krause,52,43,79,1266
Martin Stout,18,38,75,506
Carrie Shaw,19,26,2,1027
Terry Carter Jr.,25,62,42,926
Elizabeth King,42,38,61,1123
Jillian Williams,32,17,59,488
Kendra Wilson,44,64,25,809
Alison Marshall,57,18,30,834
Paul Parker,26,59,14,611
Matthew Evans,36,20,76,884
Walter Allison,38,6,79,881
Helen Valdez,47,63,5,748
Joshua Jackson,45,7,42,775
Andrew Reynolds,52,64,23,1099
Bryan Schmitt,59,64,62,881
John Dean,39,59,38,1027
Colleen Hammond,31,19,21,826
William Luna DDS,56,54,52,776
Jason Young,24,15,43,1238
Aaron Henderson,51,3,12,1026
Tina Brown,23,54,42,613
Wesley Burton,43,10,51,512
Kathy Pugh,51,64,0,1003
Brian Mata,54,19,80,669
Jacob Conner,54,49,59,895
Mrs. Karen White DVM,27,29,32,600
Andrea Wright,34,72,50,1079
Deborah Davis,18,79,61,783
Paul Boyd,60,80,24,1267
John Orozco,38,4,71,869
Christopher Smith,55,41,59,1139
Debra Chambers,37,57,23,628
Dennis Armstrong,27,26,78,1240
Craig Adams,46,64,61,1216
Juan Miller,46,5,23,1240
Ms. Tracy Turner MD,40,56,76,562
Kevin Maxwell,31,69,52,783
Keith George,53,70,0,1031
Melanie Davidson,33,32,3,1206
Thomas Mccormick,36,64,41,946
Gary Kerr,35,72,60,981
Wendy Williams,49,32,68,920
Lauren Thornton,46,22,30,1142
Andrew Barnett,44,49,65,1076
Laura Walters,52,30,24,1003
Kirk Medina,58,7,12,735
Parker West,57,51,10,1087
Zachary Drake,57,30,62,1164
Angela Estes,55,31,45,951
Jesus Clark,43,26,3,788
Lindsey Fisher,28,3,52,601
Brian Barnes,44,42,9,1232
John Smith,33,25,68,1270
Jon Lawrence,26,61,7,1098
Evan Pierce,22,74,41,889
Amanda Curry,24,77,2,1113
Ms. Linda Palmer,39,13,62,1295
Benjamin Brooks,42,79,4,861
Mary Baker DDS,37,75,0,521
James Bryan,52,40,39,745
Douglas Robbins,18,9,76,1253
Scott Coleman,49,80,73,1014
Anthony Chapman,23,36,74,526
Kenneth Diaz,24,66,65,856
Alicia Bailey,54,75,30,1089
Debra Crane,26,24,28,1015
Nicole Levine,33,50,16,1189
Laura Humphrey,37,18,48,872
Amy Wallace,21,8,49,957
Larry Smith,19,50,38,546
Brandi Mitchell,46,39,14,1082
David Murray,25,11,16,965
Joseph Lopez,51,18,51,950
John Hodges,58,72,4,583
Abigail Allen,46,65,58,504
Phillip Melton,27,20,73,1026
Steve Williams,58,27,20,1014
Wesley Kane,52,5,52,707
Joshua Hogan,40,9,76,947
Miguel Rhodes,52,73,41,890
Andre Velasquez,33,33,44,826
Lisa Soto,47,18,38,510
Jon Gill,48,80,3,837
Miguel Jimenez,58,39,10,725
Jennifer Leon,36,58,22,815
James Turner,39,33,36,494
Andrea Diaz,34,63,48,543
Bonnie Dean,23,13,48,879
Susan Walker,19,50,66,1297
Emily Lewis,48,6,56,754
Jonathan James,42,11,9,904
David Hart,41,8,11,568
Erika Monroe,33,66,55,693
Katherine Wilson,57,55,35,637
David Marshall,44,16,61,671
Krista Smith,21,59,49,1180
Jill Smith,32,4,17,983
Samantha Rodriguez,18,50,74,897
Kyle Jackson,37,50,7,1129
Jeff Carroll,50,51,15,564
Clinton Carlson,20,75,33,745
James Caldwell,45,13,30,578
Kaylee Gray,50,70,38,531
Omar Sanders,24,54,80,646
Ronald Hale,22,36,35,769
Mark Wu,43,14,66,920
John Lane,35,52,26,872
Benjamin Murphy,33,23,25,664
Stacy Gray,35,44,17,563
Andrea Oliver,39,8,32,1211
Loretta Chambers,32,78,66,1037
Heather Cisneros,51,78,16,1217
Kevin Ferguson,57,79,30,469
Derek Carter,58,68,17,688
Kevin Hughes,50,40,18,872
Ryan Stone,43,47,46,520
Jaclyn Potter,38,66,19,463
Mrs. Sarah West,36,21,41,522
Heidi Beasley,47,66,30,1128
Douglas Kelly,47,2,75,1171
Isaiah Gibson,24,15,75,674
Richard Crosby,49,72,80,1147
Sean Stewart,25,59,4,758
William Valdez,24,53,70,819
Michael Pierce,55,36,26,788
Julie Stevens,43,38,68,510
Judy Wolfe,55,11,73,1187
William Richards,27,50,80,1105
Charles Scott,33,39,17,564
Thomas Bell,31,26,57,1268
Drew Leach,36,46,38,656
Amy Sanders,51,60,42,671
Alicia Washington,18,4,76,816
William Jones,24,55,51,810
Matthew Walsh,59,21,55,1260
Emily Carter,39,4,18,1095
Katherine Horton,36,70,5,1241
Isabella Tucker,19,68,62,1157
Michael Wood,48,74,54,544
Christine Lee,26,43,6,959
Aaron Gordon,23,14,49,1120
Kristen Church,50,50,16,552
Paul Foster,25,17,30,728
Rachel Miller,26,68,37,980
Kenneth Anderson,60,4,31,770
Morgan Castillo,43,51,44,1282
Leslie Jefferson,44,27,67,1233
Kevin Ford,60,9,51,543
Carrie Taylor,34,13,5,1224
Michael Yang,59,3,69,851
Paul Osborne,55,42,32,1055
Bradley Green,34,2,77,1254
Anna Romero,41,49,65,1174
Heidi Rowe DDS,47,28,28,479
Heather Simpson,60,16,73,585
John Harrison,41,21,60,1100
Scott Bell,39,7,8,504
Steven Flores,33,3,68,1209
Gregory Shaffer,22,18,28,1120
Jacob Moore,29,32,37,1078
Donald Wolfe,40,49,75,822
Mr. Jesse Morris,59,67,62,1266
Terry Garner,45,18,67,1284
Diane Terrell,28,20,43,508
David Brown,60,76,47,1270
Robert Hernandez,21,20,22,949
Andrew Townsend,59,80,37,547
Riley Richards,54,70,55,677
Elizabeth Parker,35,41,13,1008
Austin Miles,43,45,58,669
Ashley Reid,30,74,33,789
Amy Porter,44,10,49,858
Dr. Chad Allen,37,27,3,754
Samuel Lewis,52,62,61,999
Danielle Castillo,29,53,80,1139
Shane Sloan,36,61,53,595
Nicholas Edwards,36,7,19,1207
Brandon Farmer,35,67,42,1136
Daniel Casey,25,67,56,576
Jennifer Rodriguez,43,5,9,1219
Makayla Wagner,20,0,66,915
Carlos Graham,48,26,3,910
Stephanie Collins,45,46,9,1063
Anthony Martin,46,61,0,1270
Courtney Velez,52,20,0,576
Adrian Hawkins,45,59,17,1176
Richard Montoya,19,25,46,953
Jonathan Scott,45,78,66,1141
Javier Smith,21,7,18,1300
Hayley Cunningham,55,47,42,1061
Jennifer Grant,50,20,73,1199
Brian Porter,58,58,75,655
Michael Vega,25,35,35,759
Rachel Dixon,19,66,49,822
Lindsay Stephenson,27,10,51,931
Jon Smith,35,3,29,1053
Richard Pierce,28,30,54,561
Sarah Freeman,27,74,53,552
Laura Young,50,13,1,799
Lori Wallace,57,4,1,1082
Devin Smith,46,15,29,1212
Katherine Stone,42,8,20,1281
Diana Reid,49,9,27,689
Jacqueline Holland,56,47,51,522
Elizabeth Hicks,34,44,7,655
Jacob Woods,26,25,41,855
Terry Chandler,44,51,68,895
Kevin Bell,23,56,64,1200
Michael Calhoun,52,23,73,982
Tammy Farley,52,19,69,1262
Jennifer Young,44,26,14,513
Betty Short,31,56,65,455
Taylor Williams,45,23,62,1104
Michele Martin,58,78,61,954
Kellie Nielsen,51,11,67,1126
Kevin Johns,22,61,19,499
Dean Harris,37,57,12,735
Alexander Giles,37,24,10,811
Brenda Vega,32,59,60,648
Megan Le,44,9,67,919
Michelle Acevedo,24,0,45,827
Jordan Ingram,40,19,2,709
William Martinez,27,42,59,1211
Cynthia Jackson DDS,48,76,12,880
Sarah Anderson,56,52,57,1180
Raymond Turner,20,60,32,761
Rodney Burns,43,11,49,1112
Mr. Mark Andrews MD,48,43,51,1185
Michelle Lee,60,5,72,589
Christine Rodriguez,27,65,71,462
Angela Wang,27,54,58,948
Roberto Romero,44,44,25,965
Sheena Cohen,53,32,79,1140
Carmen Clark,32,16,41,1212
Jacob Evans,57,9,10,644
Cory Sullivan,24,78,48,1067
Sara Frank,19,75,50,856
Melissa Flores,41,65,75,836
Jeffrey Jensen,34,17,68,1261
Paige Moran,25,40,55,617
Amy Davis,41,50,74,893
Nathan Phillips,23,37,49,1208
Albert Wallace,27,3,61,775
Tyler Erickson,38,22,37,522
Robert Blair,31,68,44,1283
Jenna Pineda,35,0,49,1170
Seth Sanchez,59,45,23,1283
Amy Rodgers,28,40,4,862
Christian Poole,34,58,64,665
Michael Hernandez,53,34,35,463
Zachary Edwards,21,41,31,721
Steven Moses,46,8,76,536
Martin White,37,15,59,1144
Wendy Robinson,36,51,50,756
Jeremy Owens,31,69,59,966
Justin Lawrence,49,34,57,1062
Shannon Barrett,43,50,47,557
Jack Diaz,22,10,74,618
Melissa Taylor,27,16,19,503
Mary Davis,52,0,45,830
Bruce Williams,41,74,64,850
Mary Jefferson,51,33,48,510
Rachel Krause,49,50,52,1280
Frank Gregory,35,13,59,906
Holly Watkins,37,23,2,844
Jack Allen,36,36,28,1150
Wanda Gonzalez,30,19,9,1070
Julie Lam,43,2,27,750
Richard Bond,40,50,54,1037
Pamela Carroll,34,32,49,934
Nathan Shaw,34,19,26,1088
Robert Brooks,30,76,3,524
Thomas Williams,27,71,12,1297
Joseph Ballard,41,14,73,1112
Steven Richardson,51,29,25,1246
Kimberly Rivera,26,32,36,630
Rhonda Jones,42,69,8,1190
Jordan Reyes,28,62,50,670
Dawn Garrison,50,67,42,1240
Lauren Short,38,66,56,473
John Gallagher,54,50,15,607
Seth King,58,7,57,980
Hailey Shepard,31,35,45,1196
Andrea Terry,47,10,54,1018
Robert Sullivan,18,77,49,868
Jessica Wilson,21,75,6,1278
Katie Jacobs,35,66,47,1158
Samantha Jimenez,50,30,73,836
James Butler,44,58,19,544
Amanda Thompson,23,28,34,1291
Johnny Johnson,46,21,30,1204
Maria Diaz,38,69,35,1221
Shannon Lara,27,21,21,1247
Curtis Scott,34,49,53,646
Jesse Owens,59,7,77,607
Ashley Barron,42,17,63,1264
Mr. Kevin Turner,29,77,5,543
Roy Walker,23,23,22,1102
Gilbert Hale,41,1,49,770
Jason Flores,21,3,5,1025
Lisa White,41,47,10,710
Bob Allen,51,31,72,481
Dawn Bender,27,20,23,495
Carlos Sullivan,40,14,52,607
Austin Brewer,40,15,29,1083
Rhonda Nguyen,56,71,22,680
Michael Johnson,19,67,62,950
Kelly Colon,23,27,22,503
Lisa Gray,30,22,80,960
John Tucker,21,5,2,1039
Jennifer Erickson,50,58,6,817
Brady Burns,19,0,39,1047
Hannah Stark,36,28,7,1036
Susan Owens,18,11,77,861
John Ramsey,46,48,53,1121
Michael Holland,59,78,12,756
Austin Smith,44,60,65,1020
Gabrielle Sellers,37,78,11,928
Anthony Howard,56,62,24,739
Brenda Melendez,33,52,56,671
Angelica Garrett,52,73,9,761
Carrie Farley,58,77,21,668
George Hudson,37,54,28,766
Steven Andersen,48,21,61,634
David Mills,49,11,73,480
Jacob Silva,29,26,43,1034
Julie Jennings,58,19,55,757
Anna Johnson,19,9,22,1068
Elizabeth Winters,54,78,55,1226
Dana Camacho,25,11,5,485
Jennifer Rangel,44,14,2,1051
Chad Ellis,34,3,74,981
Philip Johnson,37,62,24,872
Jeanette Davis,51,76,17,899
Kenneth Williams,39,28,41,1126
Ashley Becker,51,28,63,1244
Cody Lucas,52,11,60,678
Christopher Martin,48,62,24,968
Mitchell Adams,56,76,61,810
Nicole Wilson,36,13,38,896
Alexander Owens,19,30,39,786
Scott Cox,43,60,38,1084
Lauren Benson,25,78,69,941
Vanessa Sanders,31,39,53,513
David Roberts,55,72,33,482
Catherine Mcguire,54,5,33,1077
Jillian Fritz,45,3,53,478
Melissa Weiss,50,35,12,746
Christine Perry,57,80,12,856
Catherine Wise,23,28,6,968
Anthony Blanchard,27,56,20,955
Steven Valencia,41,46,47,533
Paul Butler,31,75,70,584
Diane Armstrong,26,69,43,744
Maria Gibson,21,60,38,1017
Barbara Ramos,37,73,13,943
Scott Flores,49,41,36,1025
David Gray,34,14,31,756
Thomas Carter,44,26,49,890
Betty Coleman,22,15,78,1131
Michael Matthews,45,3,7,491
Brittany Hartman,56,64,67,895
Karl Ramirez,20,10,23,527
Thomas Strickland,53,77,57,1139
Judy Johnson,57,69,50,657
Anthony Garcia,38,68,79,852
Joshua Santiago,44,32,29,1060
Ryan Stokes,20,80,20,1141
Denise Hernandez,20,48,28,894
Andrea Fisher,32,59,78,1059
Eric Mitchell,47,21,75,1219
Christopher Beck,60,69,22,749
Sarah Miller,60,62,56,1269
Shannon Pierce,23,28,80,573
Richard Brown,54,65,10,541
Jeremy Hernandez,44,37,56,627
Michelle Stewart,20,18,30,455
Curtis Robinson,47,28,41,847
Brianna Moon,30,49,57,706
Rose Hayes,47,72,48,549
Jose Mosley,38,34,2,1176
Crystal Richard,57,20,1,1028
Kylie Robinson,47,63,69,526
Nathan Bright,37,54,70,599
Michael Stevenson,48,67,59,949
William Novak,35,29,51,1181
Alejandro Atkins,50,65,59,1132
Laura Reed,58,61,21,952
Leslie Randolph,47,63,15,581
Kevin Chavez,30,80,2,586
Jesse Lopez,21,24,4,917
April Barajas,29,75,0,996
Tracy Ortega,28,9,7,607
Donna Adams,56,15,75,574
Erika Whitney,39,0,73,583
Cynthia Brown,49,56,78,974
David English,37,21,57,1056
Richard Roberts,39,61,5,1295
Matthew Peterson,58,75,45,680
Brittany Brown,54,46,20,788
Lindsay Brown,18,29,5,454
Joshua Thomas DDS,40,77,51,526
James Calderon,40,34,31,1059
Maria Williams,39,25,14,874
James Liu,41,47,29,755
Annette Huff,34,79,78,1155
Megan Burton,56,17,61,1176
Brian Bennett,21,62,21,1160
David Stevens,43,0,22,1041
Rachael Barrett,32,9,77,828
Gina Moore,44,36,45,923
Tara Schaefer,41,18,18,693
Nancy Parrish,54,20,79,638
Jennifer Parker,25,58,54,1080
Thomas Stevenson,26,54,43,471
Bradley Daniels,34,38,47,1206
Brandon Paul,55,71,79,986
Richard Alvarez,55,71,79,1300
Stacy Hill,31,46,27,1270
Chris Browning,52,39,2,627
Stephen Bird,33,57,59,807
Seth Hahn,36,24,27,698
Kimberly Coleman,49,52,42,1198
Katelyn Nguyen,21,51,60,845
Kim Turner,42,51,62,851
Melvin Thomas,37,59,68,664
Crystal Martinez,54,39,17,1004
Eric Church,22,15,44,828
Amanda Ruiz,21,24,50,788
Robert Hughes,26,12,12,518
Jennifer Jones,28,47,80,1241
Jacob Johnson,26,17,57,744
April Robertson,50,29,41,1187
Bethany Ferguson,26,7,28,1203
William Martinez,40,78,28,1105
Joseph Brown,47,67,71,735
Darrell Powers,45,35,31,1167
Jamie Carter,36,33,54,853
James Clark,44,2,0,682
Erik Gonzalez,37,35,44,465
Elizabeth Livingston,59,78,69,1062
Jason Nguyen,37,70,65,927
Steven Russell,46,66,73,553
Cheyenne Cooper,24,9,39,567
Jeanette Barton,47,59,78,606
Diana Barton,54,57,14,1286
Michael Mccarthy,29,14,56,1035
Mark Hansen,23,72,31,827
Taylor Collier,25,31,33,504
Raymond Davis,25,64,73,666
Amanda Hahn,41,74,7,867
Thomas Peters,31,73,35,677
John Harmon,25,51,72,1019
Amanda Lee,35,3,37,887
Justin Todd,49,74,49,734
Michelle Gonzalez,44,38,80,512
Nicholas Jones,33,39,50,1282
Tammy Rodriguez,52,9,62,834
James Garcia,39,17,0,989
Michelle Shelton,28,43,63,544
David Elliott,55,31,79,522
Melanie Bass,37,57,62,503
Hayley Woodard,31,54,39,1016
Cory Perry,43,42,23,582
Courtney Medina,21,14,57,732
Jasmine Mejia,52,74,58,652
Patrick Armstrong,27,0,76,584
Austin Baldwin,34,76,60,832
Daniel Velazquez,22,63,23,1222
Danielle Brown,51,14,69,727
Bryan Stevens,18,80,30,543
Tamara Cunningham,38,5,2,638
Gavin Hahn,52,58,65,836
Christopher Vazquez,28,32,34,1007
Edward Burns,54,79,77,1300
Isaiah Clark,29,44,54,537
Kerry Cruz,50,63,27,976
Matthew Robertson,25,30,11,1293
Steve Young,22,44,63,723
Jaime Smith,57,41,60,766
Lucas Simon,53,64,24,784
William Davis,41,22,2,893
Sean Miller,20,20,13,1288
Jonathan Mullins,34,19,56,923
Gregory Williams,46,22,43,566
Valerie Hill,52,57,5,481
Jessica Moore,56,50,11,882
Kimberly Robertson,19,65,21,1123
Rachel Gonzalez,44,41,32,868
Barbara Wu,34,41,70,1259
Mr. Randy Burton,56,52,12,928
Natalie Harrington,29,19,60,1183
Jennifer Brown,41,33,20,615
Garrett Powell,24,4,43,667
Brandon Roberts,50,8,23,614
David Pope,31,18,13,650
Philip Nelson,52,39,7,1232
John Davis,26,62,62,1281
Michael Jenkins,54,49,24,956
Daniel Williams,36,18,47,472
Brian Gomez,26,2,79,1273
Mr. Kevin Gould,40,15,22,768
Derek Anderson,51,14,14,1038
Preston Rivera,42,30,34,1162
Melissa Fuller,26,65,39,476
Todd Lopez,48,22,37,539
Shannon Nash,45,55,46,504
Brian Allen,41,21,43,593
Shannon Dixon,18,35,63,1292
Sabrina Lewis,49,44,66,1025
Elizabeth Clark,52,41,31,863
Jesse Mcdaniel,49,25,57,525
Michael Carney,20,71,12,1011
Nancy Kramer,43,63,51,714
Desiree Moses,43,55,35,809
Karen Schmitt,46,68,37,940
Audrey Ramirez,47,80,70,1004
Nicholas Young,50,39,63,906
Andrew Spence,50,75,65,585
Virginia Robinson,34,64,64,913
Maria Holland,52,69,73,1079
Melissa Horne,49,23,14,563
Anna Taylor,46,28,45,1254
Brenda Martin,50,36,74,925
Debra Martinez,60,20,23,1025
George Pittman,57,29,60,672
Mary Bridges,58,0,43,565
Robert Weaver,37,31,4,539
James Sanchez,48,37,5,875
Patricia Love,33,10,3,857
Rebecca Dunn,48,36,62,795
Brittany Waters,48,53,4,694
Amy Gilbert,58,66,35,1029
Megan Sharp,18,64,72,1290
Joseph Martinez,40,70,18,1245
George Ruiz,18,35,38,1161
Angela Osborn,59,62,20,1260
Raymond Webb,48,47,22,898
Jermaine Harris,45,69,26,1262
Marisa Schwartz,18,28,15,1109
Andrea Palmer,55,14,37,985
Patricia Warner,33,14,71,993
Kathleen Best,55,26,46,458
Kathleen Marsh,47,13,61,1016
Michael Mccoy,54,20,23,457
Sharon Singleton,47,70,65,889
Jade Sanchez,40,71,64,1121
Michael Sanchez,25,43,58,1077
Scott Russell,26,13,32,844
Mr. George Kelly,58,67,1,1181
Barbara Kirk,32,0,19,769
Christian Anderson,23,19,45,1135
Adam Irwin,19,15,73,1070
Travis Mitchell,59,17,34,889
Brian Douglas,33,28,1,872
Jeffrey Wilcox,34,51,6,996
Maria Wiley,43,42,0,738
Patrick Bean,44,6,67,567
Daniel Lynch,40,39,18,1172
Robin Crawford,60,23,29,1171
Jennifer Brown,25,17,66,692
Erik Watson,52,3,6,1005
Thomas Doyle,28,68,76,765
Lori Jones,49,77,52,690
James Miller,32,8,53,881
Ryan Anderson,43,22,44,1125
Scott Levy,56,39,34,735
Autumn Hunt,31,58,68,991
Joshua Carr,31,56,31,934
Sara Carrillo,56,29,61,592
Derek Silva,40,2,39,878
Robert Stokes,56,48,12,605
Cynthia Carson,36,73,45,1185
Jay Diaz,52,26,37,652
Melissa Bryan,27,49,7,1133
Michael Freeman,49,32,62,1136
Rebecca Arroyo,20,34,33,981
Jamie Todd,51,77,80,835
Mary Michael,34,38,57,1112
Sandra Lee,56,20,9,574
Ryan Hubbard,28,38,32,887
Robin Scott,28,55,26,1124
Billy Williams,42,3,41,776
Victoria Berry,37,27,12,990
Melissa Smith,35,70,20,675
Chad Rodriguez,39,65,67,1296
Aaron Castillo,33,49,56,1021
Michael Rice,42,26,66,654
Amanda West,47,39,41,765
Jennifer Mendez,48,19,15,1031
Lori Jackson,21,24,45,743
Amanda Hughes,31,33,33,835
Richard Oneill,59,30,40,836
Brenda Townsend,29,52,32,454
Marie Price,19,41,68,917
Cory Mercado,29,32,0,1061
Matthew Jacobs,26,56,4,501
Patricia Bates,45,73,22,983
Elizabeth Olson,35,60,6,462
John Bishop,56,37,65,1036
Leah Woods,49,18,5,933
Luis Haley,58,72,73,706
Sharon Miles,51,36,6,1114
Dana Mitchell,33,8,75,1015
Mr. Ronnie Nunez,51,6,69,973
Phillip Bryant,26,38,40,979
Mary Clark,37,68,73,1117
Angela Ford,55,71,1,1011
Tiffany Aguirre,60,45,5,1029
Donald Peterson,37,25,60,737
Amy Lopez,52,22,51,1066
April Hayes,52,59,19,507
Jonathan Chavez,36,65,30,1230
Lisa Peters,29,58,60,635
Tim Lee,35,51,59,738
Frank Bell,43,59,71,1176
Rachel Walker,24,60,13,879
Isabel Taylor,29,26,18,795
Jeffrey Arroyo,24,14,27,1103
Christopher Miller,56,45,41,1059
Ashley Kelley,42,13,37,1187
Megan Shannon,27,38,32,518
Christina Moon,60,62,45,1013
David Williams,37,53,4,1080
Mikayla Harris,49,2,42,766
Kaitlyn Hayes,25,17,73,783
Jennifer Alexander,28,56,35,1081
Paula Gill,22,31,42,919
Andrew Flores,40,5,37,884
Daniel Phillips,23,11,56,1232
Laura Noble,41,34,60,1291
Norma Lopez,59,26,7,637
Susan Murphy,21,21,38,1067
Kathleen Floyd,40,51,70,526
Alexis Hernandez,43,34,80,701
Maxwell Fisher,48,72,51,588
Veronica Gonzalez,40,51,69,1194
Mr. George Campbell,37,65,78,625
Brittany Gallegos,48,25,60,1238
Tom Cameron,39,58,21,955
Patricia Garza,35,36,23,1022
Lori Ortiz,41,77,77,1102
Kristie Valdez,37,6,15,1116
Robert Martin,25,31,5,940
James Long,27,52,28,1096
Matthew Cobb IV,21,23,71,1260
Jasmine Walter,23,3,77,1058
Maria Hall,32,27,59,1246
Dustin King,33,47,52,532
Stacy Davis,48,30,72,990
James Dickson,38,34,53,1218
Michelle Sanders,59,39,24,800
Justin Allen,38,33,27,1199
Joseph Livingston,52,23,62,960
Laura Brooks,54,16,75,1238
Stephanie Howard,20,30,18,766
Sylvia Norman,45,7,70,1270
Jose Pacheco,35,20,32,1019
Hannah Ortiz,52,71,44,470
Robert Lee,55,44,39,894
Charles Johnson,26,67,61,947
Christopher Sullivan,57,6,31,1185
Michael Peterson,57,13,66,1179
Nicholas Allen,22,28,24,978
Audrey Peck,57,57,75,1118
Vanessa Rich,57,13,64,1117
Rodney Blanchard,55,55,72,468
Kristy Norman,32,46,0,457
Laura Bailey,26,70,68,956
Rachel Ramirez,27,52,64,1234
Raven King,19,61,52,1192
Charles Hamilton,21,40,24,1119
Jason Nguyen,21,16,73,1092
Alexis Morgan,32,4,72,824
Ronald Vega,41,38,49,1252
Adrian Owen,22,38,17,987
Kelsey Gray,21,61,52,960
Michael Floyd,29,57,24,705
Angela Martinez,29,43,29,1073
Jennifer Cook,54,68,19,680
Joy Stanton,29,50,39,632
Teresa Marquez,45,55,73,751
Amanda Jensen,51,54,44,490
Joseph Mercado,53,76,30,766
James Gonzalez,25,43,63,744
Anthony Jones,41,15,12,451
Julia Cox,48,21,49,1165
Jeffrey Nelson,52,69,69,1134
Jason Jones,26,4,40,870
Eric Wade,24,74,72,549
Christopher Williams,30,4,50,826
Robert Hernandez,21,34,78,728
Stephanie Lucero,27,11,9,597
Samantha Anderson,54,12,35,601
David Li,25,59,26,848
Andrew Anderson,57,66,29,873
Daniel Brown,38,32,55,637
Robert Wilson,21,11,61,686
Derrick Wagner,34,68,8,927
Jonathan Walton,47,10,24,831
Bradley Espinoza,34,70,2,661
Tiffany Lane,59,22,32,1144
Annette Smith,26,64,17,504
Margaret Wilcox,51,51,73,601
Christopher Kelly,58,62,8,1236
Luke Hale,44,13,21,1051
Heather Smith,41,50,68,671
Jennifer Franklin,55,19,7,495
Michelle Stone,49,46,32,1275
Donald Sosa,43,71,14,577
Megan Bruce,28,23,56,481
Dwayne Montgomery,41,71,23,926
Dylan Campbell,29,8,58,611
Tammy Chandler,47,80,26,1043
Jennifer Payne,51,0,41,515
Tanya Moore,28,71,35,1190
Jeff Griffith,55,25,80,1163
Melissa Hill,39,53,23,987
Teresa Barnett DVM,27,7,16,1292
Deanna Brewer,25,74,43,1192
Sherry Ponce,59,8,78,460
Anthony Carney,36,47,5,698
Jennifer Kennedy,45,19,76,830
Samantha Marquez,34,72,43,1148
Charles Buchanan,35,0,65,1116
Robert White,47,73,22,1039
Anthony Collins,26,43,41,524
